Run	model	alpha	regularization	factors	iterations	precision	recall	f1	map@k
run_1	ALS	88	0.0022803493229237052	434	33	0.1805	0.1805	0.1805	0.0660
run_2	ALS	70	0.005855068877103725	524	95	0.1960	0.1960	0.1960	0.0766
run_3	ALS	84	0.012829604860496637	655	97	0.2008	0.2008	0.2008	0.0806
run_4	ALS	58	0.0038558522434975844	412	21	0.1781	0.1781	0.1781	0.0671
run_5	ALS	47	0.005006171384000818	570	66	0.1925	0.1925	0.1925	0.0782
run_6	ALS	89	0.008970338317818877	659	78	0.2003	0.2003	0.2003	0.0804
run_7	ALS	71	0.005706941050121836	677	82	0.1999	0.1999	0.1999	0.0820
run_8	ALS	84	0.007339580691639677	672	16	0.1838	0.1838	0.1838	0.0715
run_9	ALS	69	0.020568819192098062	419	69	0.1860	0.1860	0.1860	0.0698
run_10	ALS	67	0.01629014738038454	731	79	0.1960	0.1960	0.1960	0.0819
run_11	ALS	55	0.03255747655174061	749	92	0.1886	0.1886	0.1886	0.0808
run_12	ALS	43	0.004088789257599416	513	75	0.1885	0.1885	0.1885	0.0760
run_13	ALS	66	0.003808495573436307	487	14	0.1781	0.1781	0.1781	0.0670
run_14	ALS	91	0.004781418762485105	413	36	0.1764	0.1764	0.1764	0.0634
run_15	ALS	71	0.012128519250128176	424	70	0.1859	0.1859	0.1859	0.0697
run_16	ALS	54	0.005616084331240251	531	72	0.1948	0.1948	0.1948	0.0777
run_17	ALS	65	0.003306950547492358	450	23	0.1840	0.1840	0.1840	0.0699
run_18	ALS	66	0.02294867882215483	460	23	0.1839	0.1839	0.1839	0.0697
run_19	ALS	43	0.004878321179104503	672	88	0.1859	0.1859	0.1859	0.0791
run_20	ALS	55	0.002635081693668298	726	97	0.1899	0.1899	0.1899	0.0802
run_21	ALS	75	0.0031883872526538943	748	77	0.1972	0.1972	0.1972	0.0823
run_22	ALS	93	0.01579288801101274	515	25	0.1824	0.1824	0.1824	0.0682
run_23	ALS	60	0.0146052229930012	486	62	0.1939	0.1939	0.1939	0.0754
run_24	ALS	99	0.01560308874608526	637	73	0.1998	0.1998	0.1998	0.0785
run_25	ALS	54	0.0019744768308784474	682	94	0.1922	0.1922	0.1922	0.0799
run_26	ALS	75	0.002112705528271275	439	95	0.1884	0.1884	0.1884	0.0708
run_27	ALS	84	0.012427895060654741	744	63	0.1985	0.1985	0.1985	0.0826
run_28	ALS	90	0.00632938506818537	556	58	0.1945	0.1945	0.1945	0.0749
run_29	ALS	98	0.0008119956944247558	423	91	0.1818	0.1818	0.1818	0.0664
run_30	ALS	49	0.014892242490489606	704	46	0.1865	0.1865	0.1865	0.0788
run_31	ALS	45	0.0009018439626573915	444	90	0.1870	0.1870	0.1870	0.0741
run_32	ALS	52	0.018639196863530213	568	86	0.1953	0.1953	0.1953	0.0791
run_33	ALS	59	0.006050934299334881	731	93	0.1922	0.1922	0.1922	0.0811
run_34	ALS	68	0.014743056679018063	660	61	0.1980	0.1980	0.1980	0.0808
run_35	ALS	47	0.013995219914141089	457	44	0.1857	0.1857	0.1857	0.0723
run_36	ALS	69	0.007573765227857876	652	98	0.1995	0.1995	0.1995	0.0809
run_37	ALS	43	0.0028024499000890357	740	40	0.1798	0.1798	0.1798	0.0771
run_38	ALS	63	0.02300858881736509	507	75	0.1939	0.1939	0.1939	0.0755
run_39	ALS	85	0.004922455035070113	654	41	0.1966	0.1966	0.1966	0.0779
run_40	ALS	72	0.01835677663869657	666	54	0.1977	0.1977	0.1977	0.0803
run_41	ALS	56	0.012945197737461	555	11	0.1749	0.1749	0.1749	0.0681
run_42	ALS	90	0.004918368749098903	705	75	0.2007	0.2007	0.2007	0.0821
run_43	ALS	46	0.007889301442383296	543	92	0.1912	0.1912	0.1912	0.0773
run_44	ALS	76	0.02239851212802425	444	72	0.1874	0.1874	0.1874	0.0701
run_45	ALS	90	0.0023134861789462636	406	84	0.1819	0.1819	0.1819	0.0666
run_46	ALS	83	0.013760467973166003	619	42	0.1968	0.1968	0.1968	0.0777
run_47	ALS	89	0.0372377927275363	731	37	0.1945	0.1945	0.1945	0.0785
run_48	ALS	77	0.031525917926636414	723	24	0.1902	0.1902	0.1902	0.0767
run_49	ALS	49	0.004209585937037153	456	96	0.1878	0.1878	0.1878	0.0738
run_50	ALS	96	0.000638491652253983	730	12	0.1729	0.1729	0.1729	0.0667
run_51	ALS	73	0.001371831340068416	542	61	0.1958	0.1958	0.1958	0.0764
run_52	ALS	67	0.004057868900328761	401	5	0.1398	0.1398	0.1398	0.0495
run_53	ALS	70	0.006568223000508901	723	39	0.1948	0.1948	0.1948	0.0806
run_54	ALS	87	0.033038191646840194	517	94	0.1949	0.1949	0.1949	0.0749
run_55	ALS	86	0.004647177406618494	548	71	0.1962	0.1962	0.1962	0.0758
run_56	ALS	42	0.010650557051092278	674	31	0.1821	0.1821	0.1821	0.0775
run_57	ALS	92	0.0035426005721480875	647	26	0.1909	0.1909	0.1909	0.0744
run_58	ALS	68	0.03441293279603602	509	58	0.1931	0.1931	0.1931	0.0748
run_59	ALS	85	0.006616344435237335	578	87	0.1984	0.1984	0.1984	0.0778
run_60	ALS	96	0.009961569197340949	419	91	0.1803	0.1803	0.1803	0.0658
run_61	ALS	87	0.0002678731238549543	637	77	0.2001	0.2001	0.2001	0.0796
run_62	ALS	70	0.004980869416708637	532	9	0.1660	0.1660	0.1660	0.0615
run_63	ALS	44	0.008524767272817509	511	86	0.1883	0.1883	0.1883	0.0763
run_64	ALS	85	0.03412938744353487	736	19	0.1857	0.1857	0.1857	0.0740
run_65	ALS	69	0.022386367341606195	577	50	0.1950	0.1950	0.1950	0.0768
run_66	ALS	80	0.021652623244373576	630	46	0.1980	0.1980	0.1980	0.0782
run_67	ALS	75	0.00909721548852836	563	83	0.1970	0.1970	0.1970	0.0774
run_68	ALS	82	0.00797391378462751	518	54	0.1927	0.1927	0.1927	0.0731
run_69	ALS	87	0.002577028779767087	476	85	0.1895	0.1895	0.1895	0.0710
run_70	ALS	77	0.006564431082495409	617	55	0.1992	0.1992	0.1992	0.0793
run_71	ALS	69	0.009910227554275475	719	57	0.1963	0.1963	0.1963	0.0812
run_72	ALS	55	0.0016620564856542552	428	49	0.1854	0.1854	0.1854	0.0717
run_73	ALS	84	0.02579829654333892	468	64	0.1893	0.1893	0.1893	0.0706
run_74	ALS	86	0.04868052710080866	400	63	0.1801	0.1801	0.1801	0.0661
run_75	ALS	65	0.02556343049106949	669	34	0.1942	0.1942	0.1942	0.0790
run_76	ALS	95	0.007960070368993441	631	42	0.1962	0.1962	0.1962	0.0761
run_77	ALS	82	0.0010541976986547374	613	21	0.1873	0.1873	0.1873	0.0729
run_78	ALS	89	0.011092676395780059	697	74	0.2001	0.2001	0.2001	0.0817
run_79	ALS	85	0.007258173684694846	581	85	0.1991	0.1991	0.1991	0.0780
run_80	ALS	95	0.004066047721340291	728	20	0.1857	0.1857	0.1857	0.0734
run_81	ALS	78	0.005052420858741228	465	75	0.1892	0.1892	0.1892	0.0709
run_82	ALS	91	0.004681586729091857	432	66	0.1823	0.1823	0.1823	0.0672
run_83	ALS	98	0.0007990670277263941	490	13	0.1691	0.1691	0.1691	0.0614
run_84	ALS	73	0.0019002430225781189	688	54	0.1978	0.1978	0.1978	0.0808
run_85	ALS	53	0.014029669720714033	651	74	0.1934	0.1934	0.1934	0.0803
run_86	ALS	44	0.0016973776827825214	605	64	0.1891	0.1891	0.1891	0.0786
run_87	ALS	74	0.005645967306261276	445	9	0.1615	0.1615	0.1615	0.0587
run_88	ALS	78	0.006842542658169699	710	36	0.1970	0.1970	0.1970	0.0800
run_89	ALS	57	0.004494312342669434	725	80	0.1911	0.1911	0.1911	0.0805
run_90	ALS	98	0.023990777103155426	493	46	0.1857	0.1857	0.1857	0.0689
run_91	ALS	94	0.055333405863557894	640	46	0.1971	0.1971	0.1971	0.0775
run_92	ALS	61	0.013142643756437531	508	42	0.1914	0.1914	0.1914	0.0743
run_93	ALS	74	0.0023608722624951974	659	59	0.1989	0.1989	0.1989	0.0802
run_94	ALS	64	0.001141279280625147	504	48	0.1916	0.1916	0.1916	0.0744
run_95	ALS	49	0.0013503852262281518	692	17	0.1802	0.1802	0.1802	0.0742
run_96	ALS	71	0.003998591539055236	587	76	0.1975	0.1975	0.1975	0.0784
run_97	ALS	69	0.017517187927763415	508	94	0.1950	0.1950	0.1950	0.0757
run_98	ALS	47	0.0018041873475354783	630	8	0.1591	0.1591	0.1591	0.0631
run_99	ALS	95	0.016966695167541176	527	69	0.1922	0.1922	0.1922	0.0737
run_100	ALS	71	0.008218467372993107	426	93	0.1874	0.1874	0.1874	0.0706
run_101	ALS	84	0.012752462703700047	714	88	0.1992	0.1992	0.1992	0.0815
run_102	ALS	91	0.017907242533521616	411	40	0.1795	0.1795	0.1795	0.0653
run_103	ALS	53	0.00788066489195867	546	81	0.1942	0.1942	0.1942	0.0774
run_104	ALS	85	0.0027765020417606927	585	78	0.2006	0.2006	0.2006	0.0788
run_105	ALS	71	0.0010734385483019023	718	67	0.1962	0.1962	0.1962	0.0810
run_106	ALS	59	0.014088863770700661	608	39	0.1950	0.1950	0.1950	0.0790
run_107	ALS	87	0.025496910156284597	448	13	0.1711	0.1711	0.1711	0.0622
run_108	ALS	41	0.0078409857778186	645	13	0.1708	0.1708	0.1708	0.0705
run_109	ALS	76	0.0009407643402630524	621	97	0.2003	0.2003	0.2003	0.0800
run_110	ALS	50	0.00852274686299155	417	9	0.1619	0.1619	0.1619	0.0609
run_111	ALS	94	0.0045324095456433745	434	99	0.1841	0.1841	0.1841	0.0682
run_112	ALS	94	0.01260037500481076	501	25	0.1829	0.1829	0.1829	0.0682
run_113	ALS	91	0.018663139104184413	589	25	0.1891	0.1891	0.1891	0.0724
run_114	ALS	64	0.0017072074755678528	597	35	0.1947	0.1947	0.1947	0.0775
run_115	ALS	81	0.0016257334847543457	432	47	0.1826	0.1826	0.1826	0.0678
run_116	ALS	95	0.02520985354411853	724	75	0.1995	0.1995	0.1995	0.0810
run_117	ALS	97	0.010247429271646933	746	68	0.1991	0.1991	0.1991	0.0814
run_118	ALS	85	0.00044125493704024577	652	66	0.2004	0.2004	0.2004	0.0805
run_119	ALS	79	0.005149359024605254	639	21	0.1904	0.1904	0.1904	0.0747
run_120	ALS	69	0.0014085309499064327	592	84	0.1989	0.1989	0.1989	0.0797
run_121	ALS	56	0.02241670842642172	449	50	0.1889	0.1889	0.1889	0.0721
run_122	ALS	48	0.0013100551070249534	718	25	0.1826	0.1826	0.1826	0.0776
run_123	ALS	50	0.0008705947040399858	539	22	0.1864	0.1864	0.1864	0.0737
run_124	ALS	57	0.014503698406947598	735	12	0.1726	0.1726	0.1726	0.0702
run_125	ALS	95	0.003078191827862388	493	80	0.1890	0.1890	0.1890	0.0707
run_126	ALS	91	0.005319285218624852	708	81	0.2001	0.2001	0.2001	0.0809
run_127	ALS	95	0.013792020452833849	664	32	0.1954	0.1954	0.1954	0.0770
run_128	ALS	70	0.008051654086463298	747	79	0.1953	0.1953	0.1953	0.0816
run_129	ALS	62	0.0010730189457000315	576	49	0.1947	0.1947	0.1947	0.0771
run_130	ALS	72	0.005307746194445264	414	37	0.1818	0.1818	0.1818	0.0679
run_131	ALS	60	0.0015890168922258292	551	67	0.1957	0.1957	0.1957	0.0780
run_132	ALS	94	0.004187476945080068	468	39	0.1848	0.1848	0.1848	0.0683
run_133	ALS	91	0.01795233137511313	512	99	0.1929	0.1929	0.1929	0.0733
run_134	ALS	83	0.02565835561670538	566	99	0.1987	0.1987	0.1987	0.0777
run_135	ALS	44	0.0037471650380883877	701	35	0.1823	0.1823	0.1823	0.0774
run_136	ALS	93	4.117328785082261e-05	524	42	0.1898	0.1898	0.1898	0.0722
run_137	ALS	70	0.001989823067722754	420	72	0.1848	0.1848	0.1848	0.0693
run_138	ALS	50	0.014401925669315307	406	8	0.1594	0.1594	0.1594	0.0595
run_139	ALS	58	0.0034898079078705684	741	31	0.1883	0.1883	0.1883	0.0788
run_140	ALS	87	0.00735887880616365	564	12	0.1741	0.1741	0.1741	0.0649
run_141	ALS	63	0.004787982343798582	447	94	0.1899	0.1899	0.1899	0.0727
run_142	ALS	44	0.03369583095626523	498	46	0.1872	0.1872	0.1872	0.0753
run_143	ALS	40	0.022990775447756562	681	15	0.1723	0.1723	0.1723	0.0722
run_144	ALS	57	0.014926517358249432	478	50	0.1913	0.1913	0.1913	0.0748
run_145	ALS	86	0.01134072604159131	629	32	0.1947	0.1947	0.1947	0.0761
run_146	ALS	98	0.00020517786116606935	482	20	0.1776	0.1776	0.1776	0.0653
run_147	ALS	59	0.00740298528526813	685	48	0.1952	0.1952	0.1952	0.0811
run_148	ALS	78	0.015876426568034157	498	98	0.1926	0.1926	0.1926	0.0734
run_149	ALS	79	0.007954635024590012	502	52	0.1916	0.1916	0.1916	0.0730
run_150	ALS	85	0.00011141251064006602	577	33	0.1916	0.1916	0.1916	0.0738
run_151	ALS	65	0.006023659977895272	411	46	0.1844	0.1844	0.1844	0.0693
run_152	ALS	89	0.005261505937589899	624	8	0.1591	0.1591	0.1591	0.0585
run_153	ALS	75	0.0076038358252241344	576	5	0.1408	0.1408	0.1408	0.0509
run_154	ALS	52	0.005402739791990933	476	30	0.1874	0.1874	0.1874	0.0732
run_155	ALS	65	0.004851961527439198	456	13	0.1740	0.1740	0.1740	0.0648
run_156	ALS	83	0.016014107527185815	680	10	0.1690	0.1690	0.1690	0.0643
run_157	ALS	45	0.04429388725106142	475	92	0.1893	0.1893	0.1893	0.0758
run_158	ALS	96	0.003891334967045217	597	55	0.1971	0.1971	0.1971	0.0767
run_159	ALS	50	0.020577015764877037	629	76	0.1929	0.1929	0.1929	0.0804
run_160	ALS	90	0.0032339346710161198	685	42	0.1950	0.1950	0.1950	0.0777
run_161	ALS	73	0.00011705977363381854	570	38	0.1943	0.1943	0.1943	0.0760
run_162	ALS	92	0.008012566211937085	481	54	0.1872	0.1872	0.1872	0.0703
run_163	ALS	46	0.030130605070446508	587	94	0.1908	0.1908	0.1908	0.0784
run_164	ALS	93	0.01250436653065995	478	35	0.1837	0.1837	0.1837	0.0678
run_165	ALS	75	0.0036374131921139727	430	39	0.1837	0.1837	0.1837	0.0684
run_166	ALS	45	0.03994345887399279	723	59	0.1823	0.1823	0.1823	0.0787
run_167	ALS	58	0.015906555262019093	725	9	0.1635	0.1635	0.1635	0.0656
run_168	ALS	50	0.004563089438012631	512	93	0.1934	0.1934	0.1934	0.0771
run_169	ALS	87	0.010195654749725763	733	36	0.1955	0.1955	0.1955	0.0790
run_170	ALS	58	0.013591369268223139	713	70	0.1918	0.1918	0.1918	0.0801
run_171	ALS	42	0.005363911206125373	503	19	0.1796	0.1796	0.1796	0.0717
run_172	ALS	82	0.01672463234425091	419	7	0.1524	0.1524	0.1524	0.0538
run_173	ALS	87	0.00492174075956799	709	78	0.1996	0.1996	0.1996	0.0812
run_174	ALS	48	0.002901583392616449	555	86	0.1941	0.1941	0.1941	0.0792
run_175	ALS	98	0.006049399497571596	591	39	0.1921	0.1921	0.1921	0.0738
run_176	ALS	81	0.009532814972078245	539	98	0.1970	0.1970	0.1970	0.0766
run_177	ALS	66	0.005490945192439751	572	66	0.1976	0.1976	0.1976	0.0781
run_178	ALS	81	0.008213351551213917	723	25	0.1914	0.1914	0.1914	0.0766
run_179	ALS	56	0.002094101000414935	431	93	0.1886	0.1886	0.1886	0.0726
run_180	ALS	93	0.007313886303213917	732	33	0.1941	0.1941	0.1941	0.0783
run_181	ALS	82	0.006491572589836362	405	98	0.1827	0.1827	0.1827	0.0674
run_182	ALS	97	0.010765566760020766	451	24	0.1755	0.1755	0.1755	0.0637
run_183	ALS	71	0.005404740020058689	409	5	0.1424	0.1424	0.1424	0.0503
run_184	ALS	47	0.007141367552045035	678	84	0.1886	0.1886	0.1886	0.0796
run_185	ALS	74	0.0003658593414192955	577	64	0.1977	0.1977	0.1977	0.0781
run_186	ALS	65	0.028426902811137165	534	48	0.1936	0.1936	0.1936	0.0753
run_187	ALS	68	0.006749779589271504	501	48	0.1914	0.1914	0.1914	0.0738
run_188	ALS	97	0.005705063525221029	660	17	0.1830	0.1830	0.1830	0.0699
run_189	ALS	66	0.010041743576706175	408	84	0.1848	0.1848	0.1848	0.0700
run_190	ALS	41	0.006687189117015665	481	21	0.1807	0.1807	0.1807	0.0720
run_191	ALS	46	0.0004069829810925624	638	7	0.1533	0.1533	0.1533	0.0610
run_192	ALS	78	0.007139941428801695	636	55	0.1979	0.1979	0.1979	0.0786
run_193	ALS	77	0.004076673936141436	691	37	0.1964	0.1964	0.1964	0.0793
run_194	ALS	53	0.03505002998997453	636	34	0.1924	0.1924	0.1924	0.0792
run_195	ALS	57	0.000111815751451019	683	44	0.1925	0.1925	0.1925	0.0800
run_196	ALS	56	0.002418185752835152	482	42	0.1898	0.1898	0.1898	0.0737
run_197	ALS	74	0.0037341096154921882	526	48	0.1945	0.1945	0.1945	0.0757
run_198	ALS	66	0.001381593828918883	673	95	0.1982	0.1982	0.1982	0.0813
run_199	ALS	93	0.013287977051003444	691	10	0.1682	0.1682	0.1682	0.0632
run_200	ALS	65	0.00746262951525193	569	42	0.1963	0.1963	0.1963	0.0772
run_201	ALS	45	0.032485003425693104	520	45	0.1885	0.1885	0.1885	0.0759
run_202	ALS	57	0.0017966887088575723	429	62	0.1887	0.1887	0.1887	0.0724
run_203	ALS	61	0.028881299652860105	410	16	0.1739	0.1739	0.1739	0.0653
run_204	ALS	43	0.0032722090388467417	554	57	0.1885	0.1885	0.1885	0.0765
run_205	ALS	72	0.010474972625701255	524	57	0.1946	0.1946	0.1946	0.0753
run_206	ALS	79	0.0007778650124374063	575	42	0.1952	0.1952	0.1952	0.0758
run_207	ALS	49	0.0054006021043361465	560	15	0.1811	0.1811	0.1811	0.0725
run_208	ALS	86	0.0009088698353273892	694	40	0.1972	0.1972	0.1972	0.0790
run_209	ALS	42	0.007728416158651354	576	90	0.1892	0.1892	0.1892	0.0784
run_210	ALS	61	0.001946597766332185	701	54	0.1941	0.1941	0.1941	0.0808
run_211	ALS	55	0.0017543904052648412	509	26	0.1880	0.1880	0.1880	0.0740
run_212	ALS	71	0.021637386812779744	475	65	0.1902	0.1902	0.1902	0.0723
run_213	ALS	73	0.008191899172207055	709	58	0.1967	0.1967	0.1967	0.0809
run_214	ALS	64	0.015665577508031953	741	39	0.1911	0.1911	0.1911	0.0805
run_215	ALS	99	0.004242895148904849	620	44	0.1943	0.1943	0.1943	0.0761
run_216	ALS	64	0.0417611861366073	472	82	0.1916	0.1916	0.1916	0.0745
run_217	ALS	85	0.00715857156064764	530	72	0.1952	0.1952	0.1952	0.0752
run_218	ALS	84	0.009283274988153144	637	25	0.1906	0.1906	0.1906	0.0743
run_219	ALS	67	0.02507703352592064	729	30	0.1937	0.1937	0.1937	0.0804
run_220	ALS	49	0.002751129596995977	434	40	0.1857	0.1857	0.1857	0.0728
run_221	ALS	48	0.01729218231479352	549	56	0.1911	0.1911	0.1911	0.0777
run_222	ALS	62	0.0003488367755821567	658	35	0.1936	0.1936	0.1936	0.0791
run_223	ALS	98	0.006771607618471409	515	80	0.1920	0.1920	0.1920	0.0725
run_224	ALS	64	0.004513472074123012	679	51	0.1955	0.1955	0.1955	0.0806
run_225	ALS	56	0.005487132240854257	732	11	0.1703	0.1703	0.1703	0.0692
run_226	ALS	58	0.01983372166883511	735	40	0.1890	0.1890	0.1890	0.0786
run_227	ALS	76	0.0013303367460322955	485	65	0.1905	0.1905	0.1905	0.0724
run_228	ALS	70	0.003032654142997658	679	61	0.1975	0.1975	0.1975	0.0805
run_229	ALS	79	0.00021309747715665033	536	47	0.1928	0.1928	0.1928	0.0743
run_230	ALS	43	0.001692996770562676	620	49	0.1864	0.1864	0.1864	0.0775
run_231	ALS	65	0.03596102394306291	547	96	0.1970	0.1970	0.1970	0.0774
run_232	ALS	74	0.01440682503220645	470	55	0.1894	0.1894	0.1894	0.0719
run_233	ALS	55	0.005330948735292857	724	9	0.1638	0.1638	0.1638	0.0660
run_234	ALS	64	0.005264793255347098	652	23	0.1902	0.1902	0.1902	0.0767
run_235	ALS	50	0.0033625535872097664	606	74	0.1939	0.1939	0.1939	0.0797
run_236	ALS	65	0.005615323376918544	614	57	0.1979	0.1979	0.1979	0.0795
run_237	ALS	92	0.016231190995417626	634	64	0.1998	0.1998	0.1998	0.0793
run_238	ALS	56	0.0033646167098312176	474	84	0.1924	0.1924	0.1924	0.0757
run_239	ALS	47	0.004175563900255335	566	88	0.1923	0.1923	0.1923	0.0784
run_240	ALS	45	0.007150389358571704	429	43	0.1825	0.1825	0.1825	0.0716
run_241	ALS	50	0.0005491172819014045	459	51	0.1885	0.1885	0.1885	0.0733
run_242	ALS	52	0.0009033679059815629	407	43	0.1834	0.1834	0.1834	0.0703
run_243	ALS	49	0.009126464963837786	715	7	0.1518	0.1518	0.1518	0.0608
run_244	ALS	68	0.003023301776422166	551	96	0.1980	0.1980	0.1980	0.0782
run_245	ALS	50	0.0011114275321135623	433	58	0.1858	0.1858	0.1858	0.0720
run_246	ALS	96	0.014766794974166275	553	96	0.1966	0.1966	0.1966	0.0759
run_247	ALS	87	0.018963656717619327	402	92	0.1797	0.1797	0.1797	0.0662
run_248	ALS	68	9.51669417815112e-05	674	39	0.1945	0.1945	0.1945	0.0790
run_249	ALS	83	0.014942568124030036	583	24	0.1897	0.1897	0.1897	0.0730
run_250	ALS	96	0.025282233833463612	609	15	0.1774	0.1774	0.1774	0.0667
run_251	ALS	88	0.015663199960943106	560	27	0.1894	0.1894	0.1894	0.0722
run_252	ALS	78	0.017334144877345376	446	66	0.1876	0.1876	0.1876	0.0706
run_253	ALS	66	0.0026683157706057733	589	31	0.1947	0.1947	0.1947	0.0773
run_254	ALS	84	0.019761706502298165	553	21	0.1869	0.1869	0.1869	0.0707
run_255	ALS	61	0.016819436737382235	443	87	0.1881	0.1881	0.1881	0.0718
run_256	ALS	68	0.008010839331733018	439	78	0.1884	0.1884	0.1884	0.0715
run_257	ALS	78	0.003484483756317453	597	98	0.2002	0.2002	0.2002	0.0793
run_258	ALS	74	0.0013457679564643388	507	25	0.1871	0.1871	0.1871	0.0712
run_259	ALS	50	0.0013459136875768854	538	47	0.1926	0.1926	0.1926	0.0778
run_260	ALS	82	0.06728409035960603	657	29	0.1920	0.1920	0.1920	0.0763
run_261	ALS	97	0.004047999455748424	505	58	0.1895	0.1895	0.1895	0.0711
run_262	ALS	95	0.00010060415879952294	689	59	0.2001	0.2001	0.2001	0.0801
run_263	ALS	79	0.0019117801215868644	638	52	0.1986	0.1986	0.1986	0.0792
run_264	ALS	53	0.0038215069867299353	717	31	0.1877	0.1877	0.1877	0.0787
run_265	ALS	71	0.026490037274964805	538	87	0.1965	0.1965	0.1965	0.0767
run_266	ALS	86	0.0005087574310294839	616	5	0.1390	0.1390	0.1390	0.0500
run_267	ALS	44	0.013155839437211953	608	41	0.1882	0.1882	0.1882	0.0775
run_268	ALS	97	0.005563725770742133	477	65	0.1876	0.1876	0.1876	0.0698
run_269	ALS	98	0.022046035908768982	564	14	0.1763	0.1763	0.1763	0.0648
run_270	ALS	61	0.0015954929374469185	529	88	0.1976	0.1976	0.1976	0.0781
run_271	ALS	86	0.002186046852773442	519	53	0.1916	0.1916	0.1916	0.0732
run_272	ALS	95	0.0049820288952229785	512	72	0.1910	0.1910	0.1910	0.0716
run_273	ALS	55	0.0008413897986702786	477	75	0.1912	0.1912	0.1912	0.0748
run_274	ALS	48	0.035763266911827594	586	71	0.1913	0.1913	0.1913	0.0787
run_275	ALS	42	0.005369583983658916	684	48	0.1825	0.1825	0.1825	0.0776
run_276	ALS	79	0.0006723335261777865	541	48	0.1932	0.1932	0.1932	0.0747
run_277	ALS	44	0.0010656516392330605	663	75	0.1864	0.1864	0.1864	0.0786
run_278	ALS	64	0.008968303128336536	716	90	0.1956	0.1956	0.1956	0.0814
run_279	ALS	60	0.00416689859523718	739	84	0.1922	0.1922	0.1922	0.0815
run_280	ALS	80	0.036954516469565706	740	82	0.1984	0.1984	0.1984	0.0822
run_281	ALS	79	0.019241908309163575	653	5	0.1400	0.1400	0.1400	0.0513
run_282	ALS	41	0.030155386370719284	524	32	0.1845	0.1845	0.1845	0.0749
run_283	ALS	69	0.0031086300467408805	635	84	0.1999	0.1999	0.1999	0.0803
run_284	ALS	91	0.011331142725639126	643	61	0.1994	0.1994	0.1994	0.0787
run_285	ALS	55	0.015704305812580414	686	59	0.1928	0.1928	0.1928	0.0807
run_286	ALS	86	0.01082653017567664	506	17	0.1802	0.1802	0.1802	0.0669
run_287	ALS	48	0.014592216309245305	729	24	0.1805	0.1805	0.1805	0.0754
run_288	ALS	68	0.005992848224942424	496	35	0.1896	0.1896	0.1896	0.0727
run_289	ALS	53	0.0002451099234461314	559	64	0.1942	0.1942	0.1942	0.0785
run_290	ALS	47	0.04533495954809692	671	55	0.1875	0.1875	0.1875	0.0794
run_291	ALS	46	0.0033166292053313537	655	20	0.1820	0.1820	0.1820	0.0757
run_292	ALS	76	0.008074475732657953	614	12	0.1772	0.1772	0.1772	0.0678
run_293	ALS	50	0.0016465463663930075	482	66	0.1900	0.1900	0.1900	0.0748
run_294	ALS	85	0.005990897421106506	564	62	0.1963	0.1963	0.1963	0.0758
run_295	ALS	94	0.0005861216102472145	444	28	0.1780	0.1780	0.1780	0.0649
run_296	ALS	60	0.045137239984261036	495	36	0.1899	0.1899	0.1899	0.0741
run_297	ALS	72	0.025267033383401895	677	15	0.1834	0.1834	0.1834	0.0722
run_298	ALS	41	0.005319996275849619	401	83	0.1816	0.1816	0.1816	0.0717
run_299	ALS	85	0.005719361268067192	676	6	0.1477	0.1477	0.1477	0.0544
run_300	ALS	77	0.026306388481105926	425	83	0.1844	0.1844	0.1844	0.0683
run_301	ALS	89	0.004375434409491376	600	42	0.1943	0.1943	0.1943	0.0756
run_302	ALS	66	0.00015393481399223982	424	79	0.1868	0.1868	0.1868	0.0705
run_303	ALS	53	0.009867674380126798	460	86	0.1905	0.1905	0.1905	0.0745
run_304	ALS	67	0.0015478772103730484	415	63	0.1849	0.1849	0.1849	0.0694
run_305	ALS	61	0.006187573102094502	566	22	0.1881	0.1881	0.1881	0.0735
run_306	ALS	91	0.0006821098295551624	509	13	0.1702	0.1702	0.1702	0.0619
run_307	ALS	53	0.007920520768015556	559	71	0.1937	0.1937	0.1937	0.0776
run_308	ALS	45	0.0023493473010961496	662	87	0.1879	0.1879	0.1879	0.0794
run_309	ALS	62	0.005555004752515063	427	50	0.1853	0.1853	0.1853	0.0706
run_310	ALS	70	0.015552320898328068	690	15	0.1825	0.1825	0.1825	0.0724
run_311	ALS	71	0.028270642915438588	561	26	0.1905	0.1905	0.1905	0.0743
run_312	ALS	52	0.01494814735135282	700	45	0.1893	0.1893	0.1893	0.0798
run_313	ALS	42	0.024949374635827838	742	14	0.1678	0.1678	0.1678	0.0713
run_314	ALS	43	0.00647297510029143	579	11	0.1695	0.1695	0.1695	0.0679
run_315	ALS	61	0.020741781719416503	427	66	0.1867	0.1867	0.1867	0.0712
run_316	ALS	88	0.003943547731638728	625	46	0.1979	0.1979	0.1979	0.0776
run_317	ALS	45	0.017206081104707786	471	91	0.1881	0.1881	0.1881	0.0749
run_318	ALS	94	0.01901106015875038	402	52	0.1777	0.1777	0.1777	0.0645
run_319	ALS	97	0.0018378840135021078	542	38	0.1893	0.1893	0.1893	0.0718
run_320	ALS	83	0.004607077998369718	494	30	0.1869	0.1869	0.1869	0.0705
run_321	ALS	70	0.003248586566077692	432	48	0.1855	0.1855	0.1855	0.0688
run_322	ALS	43	0.0036634235627812923	654	55	0.1865	0.1865	0.1865	0.0781
